location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Rajah Sulayman Park,6338564,16181084,2026-05-15T06:00:00Z,2026-05-15T14:00:00+08:00,31.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T07:00:00Z,2026-05-15T15:00:00+08:00,28.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T08:00:00Z,2026-05-15T16:00:00+08:00,31.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T09:00:00Z,2026-05-15T17:00:00+08:00,30.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T10:00:00Z,2026-05-15T18:00:00+08:00,29.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T13:00:00Z,2026-05-15T21:00:00+08:00,37.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T14:00:00Z,2026-05-15T22:00:00+08:00,41.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T17:00:00Z,2026-05-16T01:00:00+08:00,29.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T18:00:00Z,2026-05-16T02:00:00+08:00,23.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T19:00:00Z,2026-05-16T03:00:00+08:00,29.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T23:00:00Z,2026-05-16T07:00:00+08:00,26.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T00:00:00Z,2026-05-16T08:00:00+08:00,24.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T05:00:00Z,2026-05-16T13:00:00+08:00,29.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T06:00:00Z,2026-05-16T14:00:00+08:00,27.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T07:00:00Z,2026-05-16T15:00:00+08:00,29.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T08:00:00Z,2026-05-16T16:00:00+08:00,34.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T09:00:00Z,2026-05-16T17:00:00+08:00,28.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T12:00:00Z,2026-05-16T20:00:00+08:00,27.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T13:00:00Z,2026-05-16T21:00:00+08:00,32.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T14:00:00Z,2026-05-16T22:00:00+08:00,26.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T15:00:00Z,2026-05-16T23:00:00+08:00,25.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T16:00:00Z,2026-05-17T00:00:00+08:00,23.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T17:00:00Z,2026-05-17T01:00:00+08:00,18.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-16T18:00:00Z,2026-05-17T02:00:00+08:00,19.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T01:00:00Z,2026-05-17T09:00:00+08:00,29.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T02:00:00Z,2026-05-17T10:00:00+08:00,31.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T03:00:00Z,2026-05-17T11:00:00+08:00,31.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T09:00:00Z,2026-05-17T17:00:00+08:00,14.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T10:00:00Z,2026-05-17T18:00:00+08:00,9.79,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T11:00:00Z,2026-05-17T19:00:00+08:00,13.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T12:00:00Z,2026-05-17T20:00:00+08:00,17.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T13:00:00Z,2026-05-17T21:00:00+08:00,16.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T18:00:00Z,2026-05-18T02:00:00+08:00,12.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T19:00:00Z,2026-05-18T03:00:00+08:00,11.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T21:00:00Z,2026-05-18T05:00:00+08:00,20.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-17T22:00:00Z,2026-05-18T06:00:00+08:00,23.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T02:00:00Z,2026-05-18T10:00:00+08:00,30.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T03:00:00Z,2026-05-18T11:00:00+08:00,29.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T04:00:00Z,2026-05-18T12:00:00+08:00,22.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T05:00:00Z,2026-05-18T13:00:00+08:00,18.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T06:00:00Z,2026-05-18T14:00:00+08:00,19.0,PM2.5,µg/m³
