location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Tivoli,6340868,16198443,2026-05-18T01:00:00Z,2026-05-18T09:00:00+08:00,30.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T02:00:00Z,2026-05-18T10:00:00+08:00,24.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T03:00:00Z,2026-05-18T11:00:00+08:00,20.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T04:00:00Z,2026-05-18T12:00:00+08:00,25.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T05:00:00Z,2026-05-18T13:00:00+08:00,23.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T06:00:00Z,2026-05-18T14:00:00+08:00,26.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T07:00:00Z,2026-05-18T15:00:00+08:00,9.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T08:00:00Z,2026-05-18T16:00:00+08:00,5.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T09:00:00Z,2026-05-18T17:00:00+08:00,5.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T10:00:00Z,2026-05-18T18:00:00+08:00,23.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T11:00:00Z,2026-05-18T19:00:00+08:00,41.1,PM2.5,µg/m³
